id,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,Other_Faults
20584,0.02,0.2,0.0,0.01,0.01,0.28,0.42
20585,0.0,0.0,0.81,0.0,0.0,0.0,0.13
20586,0.0,0.31,0.0,0.0,0.0,0.5,0.22
20587,0.0,0.03,0.07,0.0,0.01,0.18,0.39
20588,0.0,0.0,0.76,0.0,0.0,0.0,0.2
20589,0.06,0.06,0.05,0.0,0.06,0.34,0.43
20590,0.06,0.19,0.0,0.0,0.02,0.31,0.3
20591,0.32,0.01,0.0,0.0,0.0,0.28,0.28
20592,0.41,0.02,0.01,0.0,0.06,0.18,0.29
20593,0.0,0.0,0.93,0.0,0.0,0.0,0.04
20594,0.29,0.01,0.0,0.0,0.0,0.45,0.42
20595,0.0,0.01,0.82,0.0,0.0,0.01,0.26
20596,0.3,0.02,0.0,0.0,0.02,0.26,0.43
20597,0.23,0.02,0.0,0.0,0.01,0.26,0.44
20598,0.16,0.0,0.0,0.0,0.0,0.31,0.38
20599,0.22,0.02,0.03,0.0,0.01,0.36,0.6
20600,0.09,0.01,0.0,0.0,0.03,0.42,0.53
20601,0.0,0.0,0.94,0.0,0.0,0.0,0.09
20602,0.05,0.3,0.0,0.0,0.03,0.15,0.27
20603,0.09,0.0,0.0,0.0,0.01,0.51,0.35
20604,0.0,0.0,0.0,0.88,0.0,0.03,0.1
20605,0.0,0.0,1.0,0.0,0.0,0.0,0.04
20606,0.0,0.0,0.78,0.0,0.0,0.02,0.33
20607,0.0,0.0,0.11,0.0,0.01,0.58,0.21
20608,0.01,0.0,0.0,0.0,0.0,0.52,0.34
20609,0.06,0.01,0.03,0.0,0.02,0.22,0.58
20610,0.0,0.13,0.0,0.0,0.0,0.47,0.57
20611,0.22,0.01,0.02,0.0,0.0,0.31,0.33
20612,0.0,0.26,0.0,0.0,0.0,0.41,0.44
20613,0.0,0.0,0.6,0.0,0.0,0.07,0.29
20614,0.0,0.05,0.0,0.0,0.0,0.35,0.49
20615,0.0,0.04,0.09,0.01,0.0,0.38,0.38
20616,0.0,0.0,0.94,0.0,0.0,0.0,0.03
20617,0.0,0.0,0.95,0.0,0.0,0.0,0.09
20618,0.4,0.02,0.0,0.0,0.05,0.12,0.38
20619,0.0,0.03,0.0,0.03,0.01,0.38,0.5
20620,0.01,0.64,0.0,0.0,0.01,0.25,0.34
20621,0.19,0.03,0.0,0.0,0.0,0.31,0.39
20622,0.13,0.37,0.0,0.0,0.01,0.33,0.4
20623,0.0,0.0,0.97,0.0,0.0,0.0,0.0
20624,0.0,0.0,0.0,0.0,0.0,0.33,0.48
20625,0.17,0.0,0.01,0.0,0.01,0.26,0.35
20626,0.0,0.04,0.02,0.0,0.0,0.26,0.54
20627,0.0,0.0,0.97,0.0,0.0,0.0,0.02
20628,0.0,0.0,0.99,0.0,0.0,0.0,0.01
20629,0.0,0.04,0.73,0.0,0.0,0.0,0.22
20630,0.12,0.01,0.0,0.0,0.01,0.4,0.38
20631,0.13,0.0,0.0,0.0,0.0,0.26,0.49
20632,0.07,0.0,0.0,0.02,0.0,0.7,0.27
20633,0.03,0.01,0.0,0.76,0.02,0.0,0.33
20634,0.0,0.0,0.94,0.0,0.0,0.0,0.05
20635,0.22,0.01,0.06,0.0,0.07,0.42,0.43
20636,0.1,0.03,0.0,0.0,0.23,0.23,0.3
20637,0.0,0.0,0.73,0.0,0.0,0.0,0.19
20638,0.23,0.0,0.0,0.0,0.01,0.18,0.4
20639,0.0,0.01,0.63,0.0,0.0,0.0,0.16
20640,0.05,0.0,0.0,0.0,0.01,0.37,0.56
20641,0.0,0.0,0.99,0.0,0.0,0.0,0.02
20642,0.28,0.05,0.0,0.04,0.01,0.46,0.32
20643,0.0,0.02,0.0,0.03,0.0,0.32,0.59
20644,0.0,0.0,0.0,0.91,0.0,0.0,0.02
20645,0.26,0.03,0.0,0.0,0.1,0.06,0.42
20646,0.0,0.05,0.06,0.0,0.0,0.41,0.56
20647,0.33,0.01,0.0,0.0,0.01,0.27,0.4
20648,0.03,0.03,0.0,0.01,0.0,0.44,0.54
20649,0.05,0.0,0.0,0.0,0.0,0.64,0.3
20650,0.01,0.06,0.0,0.0,0.0,0.48,0.24
20651,0.05,0.13,0.18,0.0,0.22,0.18,0.26
20652,0.44,0.15,0.01,0.02,0.26,0.12,0.43
20653,0.01,0.06,0.03,0.0,0.01,0.5,0.4
20654,0.41,0.0,0.0,0.0,0.02,0.11,0.31
20655,0.16,0.0,0.0,0.0,0.01,0.17,0.57
20656,0.03,0.09,0.0,0.0,0.01,0.58,0.3
20657,0.12,0.03,0.0,0.0,0.06,0.34,0.43
20658,0.11,0.0,0.0,0.0,0.0,0.57,0.21
20659,0.0,0.0,0.0,0.96,0.01,0.01,0.06
20660,0.5,0.01,0.0,0.0,0.01,0.08,0.26
20661,0.0,0.01,0.87,0.0,0.0,0.0,0.19
20662,0.05,0.01,0.0,0.0,0.0,0.5,0.39
20663,0.0,0.0,1.0,0.0,0.0,0.0,0.01
20664,0.03,0.25,0.02,0.01,0.06,0.38,0.49
20665,0.45,0.04,0.0,0.0,0.03,0.11,0.45
20666,0.36,0.02,0.0,0.01,0.06,0.33,0.4
20667,0.03,0.02,0.0,0.0,0.01,0.38,0.5
20668,0.22,0.0,0.07,0.04,0.03,0.19,0.42
20669,0.0,0.0,0.98,0.0,0.0,0.0,0.01
20670,0.03,0.01,0.0,0.0,0.02,0.57,0.26
20671,0.06,0.05,0.12,0.0,0.41,0.25,0.31
20672,0.19,0.02,0.0,0.0,0.02,0.5,0.35
20673,0.2,0.02,0.0,0.0,0.53,0.18,0.14
20674,0.0,0.01,0.0,0.0,0.0,0.51,0.41
20675,0.07,0.03,0.0,0.0,0.26,0.17,0.54
20676,0.17,0.03,0.05,0.0,0.11,0.08,0.59
20677,0.0,0.03,0.0,0.0,0.0,0.46,0.4
20678,0.0,0.0,0.92,0.0,0.0,0.0,0.16
20679,0.0,0.05,0.06,0.0,0.01,0.38,0.35
20680,0.0,0.0,0.92,0.0,0.0,0.0,0.09
20681,0.01,0.0,0.0,0.9,0.02,0.01,0.06
20682,0.0,0.0,0.99,0.0,0.0,0.0,0.01
20683,0.14,0.02,0.07,0.0,0.13,0.29,0.28
20684,0.0,0.05,0.0,0.0,0.02,0.34,0.64
20685,0.18,0.0,0.0,0.0,0.0,0.42,0.31
20686,0.08,0.0,0.0,0.0,0.09,0.32,0.29
20687,0.26,0.0,0.0,0.0,0.13,0.09,0.44
20688,0.07,0.01,0.0,0.02,0.04,0.34,0.55
20689,0.05,0.08,0.0,0.01,0.19,0.11,0.44
20690,0.36,0.02,0.05,0.0,0.04,0.17,0.48
20691,0.0,0.0,0.0,0.93,0.0,0.02,0.15
20692,0.12,0.05,0.0,0.01,0.08,0.27,0.55
20693,0.17,0.11,0.0,0.0,0.04,0.19,0.32
20694,0.0,0.01,0.01,0.0,0.0,0.46,0.43
20695,0.21,0.04,0.03,0.0,0.09,0.55,0.38
20696,0.0,0.0,0.98,0.0,0.0,0.0,0.02
20697,0.0,0.1,0.01,0.02,0.0,0.28,0.48
20698,0.16,0.19,0.0,0.0,0.03,0.24,0.59
20699,0.12,0.01,0.0,0.53,0.06,0.06,0.35
20700,0.0,0.0,0.61,0.0,0.0,0.0,0.3
20701,0.08,0.01,0.15,0.02,0.17,0.16,0.67
20702,0.42,0.04,0.04,0.0,0.2,0.21,0.57
20703,0.0,0.07,0.65,0.0,0.0,0.02,0.25
20704,0.0,0.0,0.81,0.0,0.0,0.0,0.08
20705,0.0,0.0,0.9,0.0,0.0,0.0,0.04
20706,0.4,0.02,0.0,0.0,0.01,0.25,0.32
20707,0.04,0.02,0.0,0.0,0.0,0.3,0.63
20708,0.0,0.0,0.81,0.0,0.0,0.0,0.08
20709,0.01,0.03,0.0,0.0,0.0,0.5,0.39
20710,0.0,0.0,0.96,0.0,0.0,0.0,0.0
20711,0.01,0.09,0.06,0.0,0.02,0.32,0.48
20712,0.14,0.08,0.01,0.0,0.01,0.26,0.61
20713,0.01,0.04,0.0,0.0,0.0,0.31,0.58
20714,0.01,0.04,0.0,0.0,0.05,0.35,0.56
20715,0.17,0.0,0.0,0.0,0.1,0.13,0.78
20716,0.01,0.14,0.0,0.0,0.05,0.31,0.73
20717,0.09,0.01,0.0,0.0,0.0,0.38,0.24
20718,0.0,0.0,0.85,0.0,0.0,0.0,0.08
20719,0.1,0.01,0.0,0.0,0.03,0.31,0.33
20720,0.01,0.57,0.0,0.0,0.01,0.07,0.32
20721,0.0,0.4,0.0,0.0,0.0,0.34,0.28
20722,0.0,0.0,0.96,0.0,0.0,0.0,0.05
20723,0.0,0.05,0.46,0.0,0.0,0.09,0.43
20724,0.19,0.06,0.03,0.0,0.1,0.27,0.44
20725,0.16,0.63,0.0,0.0,0.01,0.16,0.3
20726,0.04,0.0,0.0,0.0,0.0,0.46,0.41
20727,0.4,0.01,0.0,0.0,0.23,0.03,0.25
20728,0.0,0.12,0.04,0.0,0.0,0.29,0.35
20729,0.37,0.0,0.0,0.0,0.05,0.08,0.38
20730,0.07,0.01,0.01,0.0,0.01,0.49,0.33
20731,0.0,0.01,0.7,0.0,0.0,0.01,0.36
20732,0.4,0.0,0.0,0.0,0.04,0.05,0.59
20733,0.01,0.0,0.0,0.0,0.0,0.61,0.32
20734,0.3,0.03,0.01,0.0,0.12,0.14,0.44
20735,0.18,0.01,0.0,0.0,0.07,0.49,0.41
20736,0.0,0.04,0.52,0.0,0.0,0.01,0.28
20737,0.0,0.0,0.91,0.0,0.0,0.0,0.04
20738,0.01,0.01,0.04,0.0,0.0,0.33,0.57
20739,0.03,0.04,0.0,0.0,0.0,0.51,0.27
20740,0.0,0.0,0.99,0.0,0.0,0.0,0.01
20741,0.34,0.01,0.0,0.0,0.01,0.26,0.45
20742,0.25,0.0,0.02,0.0,0.09,0.16,0.41
20743,0.0,0.0,0.93,0.0,0.0,0.0,0.02
20744,0.0,0.0,0.0,0.0,0.03,0.32,0.5
20745,0.17,0.17,0.01,0.0,0.05,0.17,0.32
20746,0.02,0.03,0.07,0.0,0.03,0.21,0.4
20747,0.23,0.21,0.0,0.0,0.01,0.12,0.41
20748,0.0,0.01,0.0,0.01,0.01,0.62,0.36
20749,0.01,0.07,0.0,0.0,0.02,0.32,0.36
20750,0.02,0.05,0.24,0.0,0.0,0.03,0.41
20751,0.0,0.0,0.95,0.0,0.0,0.0,0.07
20752,0.01,0.08,0.01,0.0,0.01,0.24,0.51
20753,0.12,0.04,0.01,0.0,0.0,0.39,0.57
20754,0.0,0.02,0.02,0.0,0.01,0.39,0.41
20755,0.01,0.05,0.0,0.0,0.0,0.46,0.19
20756,0.0,0.0,0.97,0.0,0.0,0.0,0.0
20757,0.0,0.0,0.97,0.0,0.0,0.0,0.05
20758,0.0,0.0,0.98,0.0,0.0,0.0,0.07
20759,0.11,0.0,0.06,0.0,0.01,0.17,0.49
20760,0.18,0.01,0.01,0.0,0.11,0.3,0.57
20761,0.1,0.02,0.0,0.0,0.02,0.48,0.36
20762,0.0,0.0,0.0,0.0,0.0,0.51,0.45
20763,0.0,0.0,1.0,0.0,0.0,0.0,0.01
20764,0.06,0.03,0.0,0.2,0.02,0.28,0.55
20765,0.0,0.0,0.0,0.98,0.0,0.0,0.02
20766,0.04,0.26,0.0,0.0,0.02,0.31,0.3
20767,0.11,0.0,0.01,0.0,0.08,0.27,0.52
20768,0.03,0.05,0.01,0.0,0.0,0.47,0.5
20769,0.12,0.46,0.0,0.0,0.04,0.23,0.36
20770,0.2,0.0,0.01,0.0,0.04,0.42,0.37
20771,0.11,0.01,0.0,0.0,0.02,0.25,0.32
20772,0.0,0.0,0.78,0.0,0.0,0.0,0.19
20773,0.11,0.04,0.0,0.0,0.09,0.49,0.42
20774,0.0,0.0,0.96,0.0,0.0,0.0,0.08
20775,0.1,0.15,0.0,0.0,0.2,0.28,0.44
20776,0.0,0.0,0.94,0.0,0.0,0.0,0.1
20777,0.0,0.0,0.06,0.0,0.0,0.3,0.29
20778,0.01,0.0,0.0,0.0,0.0,0.58,0.29
20779,0.34,0.13,0.0,0.0,0.03,0.28,0.34
20780,0.08,0.05,0.21,0.0,0.17,0.15,0.35
20781,0.02,0.03,0.68,0.0,0.01,0.03,0.17
20782,0.01,0.0,0.93,0.0,0.0,0.0,0.03
20783,0.22,0.05,0.04,0.0,0.04,0.06,0.58
20784,0.02,0.45,0.0,0.0,0.03,0.16,0.34
20785,0.01,0.01,0.0,0.0,0.01,0.63,0.29
20786,0.02,0.0,0.18,0.01,0.02,0.21,0.49
20787,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20788,0.05,0.0,0.0,0.0,0.01,0.57,0.33
20789,0.0,0.0,0.0,0.0,0.0,0.55,0.47
20790,0.08,0.0,0.0,0.93,0.01,0.01,0.09
20791,0.05,0.01,0.0,0.0,0.05,0.21,0.48
20792,0.26,0.01,0.0,0.0,0.02,0.23,0.53
20793,0.0,0.0,0.96,0.0,0.0,0.0,0.02
20794,0.37,0.03,0.0,0.01,0.03,0.53,0.3
20795,0.05,0.05,0.01,0.0,0.03,0.36,0.35
20796,0.14,0.0,0.54,0.01,0.03,0.18,0.33
20797,0.21,0.0,0.0,0.0,0.01,0.23,0.45
20798,0.0,0.0,0.0,0.0,0.0,0.51,0.41
20799,0.03,0.0,0.0,0.0,0.01,0.57,0.11
20800,0.02,0.12,0.11,0.21,0.04,0.38,0.48
20801,0.08,0.02,0.02,0.0,0.02,0.34,0.55
20802,0.0,0.1,0.04,0.0,0.01,0.33,0.49
20803,0.09,0.46,0.0,0.0,0.0,0.19,0.42
20804,0.0,0.02,0.0,0.0,0.0,0.42,0.41
20805,0.09,0.19,0.0,0.0,0.02,0.36,0.49
20806,0.0,0.12,0.0,0.0,0.02,0.42,0.39
20807,0.0,0.0,0.0,0.01,0.0,0.64,0.32
20808,0.29,0.0,0.0,0.0,0.04,0.35,0.4
20809,0.0,0.18,0.09,0.0,0.0,0.33,0.25
20810,0.04,0.04,0.0,0.0,0.0,0.5,0.47
20811,0.03,0.17,0.0,0.0,0.03,0.27,0.62
20812,0.03,0.06,0.14,0.0,0.02,0.23,0.43
20813,0.35,0.01,0.0,0.0,0.01,0.32,0.38
20814,0.02,0.0,0.0,0.0,0.01,0.46,0.35
20815,0.03,0.0,0.02,0.71,0.03,0.0,0.29
20816,0.01,0.01,0.0,0.0,0.0,0.71,0.34
20817,0.0,0.09,0.03,0.16,0.06,0.13,0.72
20818,0.2,0.02,0.02,0.0,0.11,0.1,0.6
20819,0.03,0.0,0.0,0.0,0.0,0.67,0.28
20820,0.0,0.01,0.0,0.01,0.07,0.46,0.4
20821,0.09,0.01,0.0,0.0,0.18,0.31,0.54
20822,0.49,0.01,0.01,0.0,0.11,0.19,0.44
20823,0.0,0.0,0.95,0.0,0.0,0.0,0.05
20824,0.07,0.02,0.0,0.0,0.0,0.57,0.41
20825,0.02,0.03,0.0,0.0,0.01,0.19,0.72
20826,0.25,0.01,0.0,0.0,0.0,0.17,0.76
20827,0.0,0.0,0.96,0.0,0.0,0.0,0.01
20828,0.21,0.41,0.0,0.0,0.03,0.06,0.13
20829,0.16,0.07,0.01,0.0,0.07,0.34,0.42
20830,0.03,0.02,0.0,0.0,0.0,0.37,0.33
20831,0.0,0.0,0.94,0.0,0.0,0.0,0.11
20832,0.03,0.0,0.0,0.0,0.0,0.32,0.23
20833,0.0,0.0,0.91,0.0,0.0,0.0,0.06
20834,0.11,0.1,0.01,0.0,0.01,0.62,0.46
20835,0.04,0.03,0.06,0.0,0.04,0.18,0.52
20836,0.17,0.01,0.0,0.0,0.0,0.2,0.65
20837,0.07,0.0,0.01,0.08,0.06,0.37,0.27
20838,0.14,0.05,0.04,0.04,0.03,0.47,0.28
20839,0.0,0.01,0.0,0.0,0.02,0.21,0.49
20840,0.0,0.0,0.85,0.0,0.0,0.0,0.15
20841,0.0,0.05,0.17,0.11,0.03,0.16,0.39
20842,0.12,0.02,0.0,0.0,0.0,0.72,0.24
20843,0.0,0.0,0.92,0.0,0.0,0.0,0.1
20844,0.18,0.0,0.0,0.03,0.07,0.24,0.44
20845,0.0,0.0,0.95,0.0,0.0,0.0,0.11
20846,0.19,0.04,0.0,0.0,0.05,0.26,0.37
20847,0.13,0.41,0.0,0.0,0.0,0.38,0.38
20848,0.0,0.06,0.23,0.0,0.01,0.31,0.46
20849,0.0,0.0,0.96,0.0,0.0,0.0,0.05
20850,0.0,0.03,0.13,0.0,0.02,0.23,0.46
20851,0.4,0.04,0.0,0.0,0.01,0.14,0.36
20852,0.13,0.05,0.01,0.0,0.01,0.37,0.28
20853,0.0,0.0,0.0,0.87,0.0,0.0,0.17
20854,0.01,0.01,0.01,0.52,0.08,0.08,0.26
20855,0.0,0.01,0.86,0.0,0.0,0.0,0.11
20856,0.01,0.01,0.0,0.0,0.01,0.54,0.38
20857,0.02,0.01,0.0,0.14,0.01,0.35,0.46
20858,0.0,0.0,0.91,0.0,0.0,0.0,0.08
20859,0.0,0.0,0.83,0.0,0.0,0.0,0.15
20860,0.08,0.62,0.0,0.0,0.05,0.12,0.31
20861,0.0,0.0,0.94,0.0,0.0,0.0,0.07
20862,0.05,0.01,0.01,0.0,0.0,0.27,0.48
20863,0.0,0.1,0.11,0.0,0.01,0.27,0.39
20864,0.03,0.31,0.0,0.0,0.03,0.2,0.3
20865,0.04,0.04,0.02,0.04,0.03,0.26,0.44
20866,0.19,0.02,0.0,0.0,0.08,0.4,0.52
20867,0.07,0.04,0.0,0.0,0.06,0.08,0.34
20868,0.01,0.0,0.0,0.13,0.07,0.17,0.5
20869,0.0,0.01,0.41,0.0,0.01,0.01,0.35
20870,0.01,0.02,0.0,0.0,0.0,0.41,0.35
20871,0.0,0.0,0.0,0.0,0.0,0.76,0.18
20872,0.0,0.0,0.03,0.01,0.0,0.38,0.45
20873,0.19,0.0,0.0,0.0,0.0,0.26,0.28
20874,0.07,0.01,0.0,0.0,0.02,0.44,0.34
20875,0.08,0.0,0.04,0.0,0.07,0.24,0.4
20876,0.05,0.0,0.0,0.0,0.0,0.37,0.38
20877,0.0,0.03,0.01,0.0,0.05,0.44,0.4
20878,0.19,0.0,0.0,0.01,0.01,0.12,0.6
20879,0.0,0.0,0.73,0.0,0.0,0.01,0.19
20880,0.0,0.02,0.32,0.0,0.0,0.05,0.38
20881,0.41,0.0,0.0,0.0,0.01,0.02,0.26
20882,0.25,0.05,0.12,0.0,0.1,0.17,0.43
20883,0.0,0.02,0.0,0.0,0.01,0.27,0.68
20884,0.0,0.0,0.95,0.0,0.0,0.0,0.07
20885,0.0,0.01,0.0,0.0,0.0,0.44,0.43
20886,0.17,0.0,0.07,0.0,0.0,0.34,0.38
20887,0.01,0.54,0.0,0.02,0.02,0.16,0.36
20888,0.13,0.0,0.0,0.0,0.0,0.21,0.37
20889,0.0,0.0,0.66,0.0,0.0,0.0,0.3
20890,0.0,0.28,0.0,0.01,0.0,0.31,0.43
20891,0.25,0.0,0.06,0.0,0.01,0.37,0.36
20892,0.0,0.0,0.98,0.0,0.0,0.0,0.02
20893,0.0,0.0,0.8,0.0,0.0,0.0,0.04
20894,0.09,0.0,0.06,0.0,0.04,0.38,0.39
20895,0.0,0.01,0.0,0.0,0.03,0.42,0.4
20896,0.0,0.0,0.97,0.0,0.0,0.0,0.08
20897,0.47,0.01,0.0,0.0,0.1,0.17,0.4
20898,0.0,0.0,0.0,0.0,0.09,0.44,0.42
20899,0.13,0.0,0.03,0.09,0.14,0.22,0.36
20900,0.0,0.0,0.84,0.0,0.01,0.0,0.11
20901,0.0,0.02,0.12,0.0,0.0,0.33,0.58
20902,0.0,0.0,0.93,0.0,0.0,0.0,0.06
20903,0.0,0.79,0.0,0.0,0.0,0.05,0.28
20904,0.0,0.01,0.0,0.0,0.0,0.39,0.39
20905,0.04,0.79,0.01,0.0,0.01,0.09,0.14
20906,0.0,0.33,0.03,0.0,0.0,0.14,0.27
20907,0.0,0.41,0.0,0.0,0.02,0.24,0.34
20908,0.01,0.39,0.0,0.0,0.01,0.22,0.41
20909,0.02,0.0,0.01,0.0,0.0,0.44,0.56
20910,0.36,0.03,0.0,0.0,0.01,0.28,0.37
20911,0.01,0.01,0.03,0.23,0.03,0.26,0.49
20912,0.0,0.02,0.06,0.11,0.01,0.23,0.44
20913,0.0,0.18,0.0,0.0,0.01,0.34,0.46
20914,0.07,0.0,0.07,0.0,0.03,0.61,0.3
20915,0.14,0.06,0.0,0.0,0.02,0.16,0.36
20916,0.0,0.09,0.0,0.0,0.0,0.52,0.32
20917,0.0,0.68,0.0,0.0,0.0,0.07,0.25
20918,0.03,0.02,0.0,0.01,0.31,0.24,0.29
20919,0.0,0.21,0.13,0.0,0.01,0.41,0.43
20920,0.01,0.0,0.0,0.0,0.0,0.59,0.23
20921,0.2,0.17,0.0,0.0,0.06,0.29,0.46
20922,0.43,0.1,0.09,0.0,0.3,0.13,0.3
20923,0.21,0.08,0.0,0.0,0.02,0.29,0.59
20924,0.0,0.0,0.95,0.0,0.0,0.04,0.04
20925,0.0,0.01,0.07,0.38,0.01,0.24,0.33
20926,0.0,0.0,0.0,0.35,0.03,0.11,0.41
20927,0.0,0.0,0.97,0.0,0.0,0.0,0.01
20928,0.07,0.0,0.0,0.0,0.0,0.2,0.57
20929,0.23,0.02,0.0,0.0,0.06,0.09,0.45
20930,0.07,0.0,0.0,0.0,0.03,0.31,0.47
20931,0.0,0.12,0.01,0.04,0.13,0.32,0.54
20932,0.1,0.05,0.01,0.0,0.04,0.53,0.38
20933,0.01,0.04,0.0,0.71,0.02,0.02,0.28
20934,0.22,0.02,0.31,0.0,0.01,0.06,0.32
20935,0.0,0.02,0.0,0.68,0.02,0.03,0.33
20936,0.0,0.0,0.0,0.0,0.0,0.66,0.38
20937,0.1,0.02,0.11,0.0,0.01,0.07,0.73
20938,0.0,0.0,0.99,0.0,0.0,0.0,0.04
20939,0.0,0.0,0.0,0.01,0.01,0.74,0.31
20940,0.03,0.01,0.0,0.0,0.44,0.05,0.6
20941,0.0,0.0,0.83,0.0,0.0,0.0,0.17
20942,0.01,0.01,0.01,0.0,0.0,0.16,0.5
20943,0.0,0.01,0.66,0.0,0.0,0.05,0.21
20944,0.0,0.0,0.0,0.01,0.0,0.82,0.31
20945,0.0,0.0,0.94,0.0,0.0,0.0,0.03
20946,0.0,0.0,1.0,0.0,0.0,0.0,0.02
20947,0.08,0.02,0.0,0.0,0.01,0.43,0.49
20948,0.0,0.0,0.99,0.0,0.0,0.0,0.04
20949,0.0,0.21,0.28,0.0,0.02,0.28,0.33
20950,0.37,0.03,0.05,0.0,0.03,0.25,0.36
20951,0.0,0.05,0.17,0.0,0.02,0.24,0.38
20952,0.06,0.56,0.0,0.0,0.02,0.32,0.4
20953,0.18,0.0,0.0,0.0,0.11,0.12,0.39
20954,0.0,0.6,0.0,0.0,0.0,0.12,0.29
20955,0.0,0.19,0.01,0.01,0.01,0.35,0.37
20956,0.0,0.0,0.0,0.81,0.0,0.01,0.16
20957,0.0,0.03,0.0,0.0,0.0,0.51,0.29
20958,0.09,0.02,0.0,0.0,0.0,0.46,0.55
20959,0.19,0.02,0.0,0.04,0.13,0.38,0.51
20960,0.01,0.27,0.31,0.24,0.03,0.24,0.51
20961,0.27,0.12,0.08,0.01,0.03,0.33,0.41
20962,0.07,0.08,0.01,0.0,0.08,0.42,0.46
20963,0.07,0.0,0.0,0.0,0.0,0.33,0.39
20964,0.19,0.03,0.0,0.0,0.01,0.23,0.26
20965,0.08,0.0,0.0,0.0,0.0,0.55,0.3
20966,0.0,0.51,0.11,0.0,0.0,0.0,0.13
20967,0.19,0.05,0.01,0.0,0.01,0.32,0.26
20968,0.0,0.05,0.04,0.0,0.0,0.34,0.36
20969,0.02,0.02,0.57,0.0,0.04,0.02,0.29
20970,0.18,0.23,0.0,0.01,0.0,0.5,0.29
20971,0.26,0.01,0.01,0.0,0.1,0.08,0.4
20972,0.13,0.06,0.03,0.01,0.15,0.34,0.35
20973,0.0,0.0,0.82,0.0,0.0,0.0,0.15
20974,0.09,0.0,0.0,0.0,0.0,0.33,0.56
20975,0.01,0.03,0.0,0.02,0.0,0.6,0.31
20976,0.01,0.02,0.0,0.0,0.02,0.41,0.53
20977,0.0,0.14,0.0,0.0,0.0,0.29,0.38
20978,0.14,0.0,0.0,0.0,0.01,0.48,0.57
20979,0.0,0.03,0.0,0.0,0.04,0.48,0.44
20980,0.01,0.68,0.0,0.02,0.02,0.06,0.47
20981,0.09,0.01,0.14,0.0,0.01,0.53,0.17
20982,0.11,0.0,0.02,0.0,0.01,0.57,0.23
20983,0.02,0.06,0.01,0.0,0.01,0.41,0.47
20984,0.0,0.05,0.06,0.0,0.02,0.56,0.42
20985,0.16,0.0,0.0,0.08,0.01,0.5,0.26
20986,0.08,0.0,0.0,0.0,0.0,0.61,0.29
20987,0.0,0.6,0.0,0.0,0.0,0.17,0.23
20988,0.03,0.01,0.0,0.07,0.0,0.41,0.29
20989,0.01,0.05,0.0,0.0,0.0,0.55,0.39
20990,0.14,0.0,0.0,0.01,0.01,0.22,0.33
20991,0.01,0.18,0.07,0.0,0.04,0.12,0.19
20992,0.01,0.01,0.0,0.0,0.0,0.54,0.44
20993,0.07,0.01,0.0,0.0,0.26,0.23,0.49
20994,0.0,0.51,0.0,0.01,0.0,0.28,0.47
20995,0.01,0.03,0.59,0.0,0.02,0.07,0.34
20996,0.13,0.04,0.0,0.0,0.01,0.33,0.41
20997,0.11,0.0,0.18,0.0,0.02,0.26,0.4
20998,0.42,0.01,0.0,0.0,0.34,0.07,0.16
20999,0.0,0.01,0.0,0.0,0.02,0.47,0.43
21000,0.09,0.02,0.0,0.0,0.01,0.51,0.16
21001,0.05,0.02,0.0,0.0,0.01,0.6,0.25
21002,0.19,0.0,0.01,0.0,0.0,0.36,0.27
21003,0.0,0.0,0.99,0.0,0.0,0.0,0.01
21004,0.01,0.12,0.24,0.0,0.0,0.12,0.33
21005,0.01,0.0,0.04,0.0,0.01,0.43,0.39
21006,0.04,0.0,0.0,0.0,0.0,0.6,0.21
21007,0.04,0.07,0.06,0.0,0.01,0.35,0.53
21008,0.08,0.07,0.01,0.0,0.0,0.45,0.33
21009,0.0,0.0,0.0,0.23,0.0,0.16,0.34
21010,0.0,0.03,0.0,0.0,0.0,0.66,0.33
21011,0.21,0.0,0.0,0.0,0.01,0.33,0.42
21012,0.11,0.08,0.01,0.0,0.12,0.42,0.36
21013,0.08,0.01,0.0,0.0,0.02,0.45,0.53
21014,0.06,0.12,0.01,0.0,0.01,0.52,0.34
21015,0.0,0.02,0.24,0.0,0.0,0.36,0.5
21016,0.01,0.02,0.06,0.0,0.01,0.25,0.55
21017,0.0,0.0,0.03,0.0,0.01,0.37,0.52
21018,0.18,0.02,0.0,0.0,0.02,0.18,0.45
21019,0.0,0.0,0.98,0.0,0.0,0.0,0.02
21020,0.03,0.03,0.0,0.0,0.02,0.51,0.48
21021,0.1,0.15,0.03,0.01,0.17,0.3,0.46
21022,0.0,0.01,0.59,0.0,0.0,0.02,0.24
21023,0.18,0.01,0.0,0.0,0.0,0.45,0.49
21024,0.0,0.01,0.0,0.01,0.01,0.5,0.48
21025,0.12,0.0,0.0,0.0,0.26,0.18,0.38
21026,0.39,0.0,0.0,0.0,0.05,0.06,0.23
21027,0.02,0.04,0.01,0.58,0.02,0.02,0.32
21028,0.28,0.12,0.01,0.0,0.06,0.11,0.67
21029,0.15,0.0,0.02,0.0,0.04,0.24,0.29
21030,0.17,0.0,0.0,0.01,0.01,0.37,0.48
21031,0.0,0.0,0.94,0.0,0.0,0.0,0.05
21032,0.18,0.01,0.1,0.0,0.03,0.53,0.44
21033,0.0,0.0,1.0,0.0,0.0,0.0,0.01
